aggregate_date,region,carrier_name,technology_type,n_source_rows,n_unique_localities,sample_count_total,mean_download_kbps,mean_upload_kbps,mean_latency_ms,median_download_kbps_approx,median_upload_kbps_approx,median_latency_ms_approx,week_label,mean_minus_median_download,mean_minus_median_upload,mean_minus_median_latency,download_median_gap_pct,latency_median_gap_pct
2026-03-15,Dakahlia,Operator A,LTE,363,68,8421,61876.539247120294,14403.309939437122,31.80726754542216,41800.59173494834,9740.392114950719,27.71464196651229,2026-03-15,20075.94751217195,4662.917824486403,4.092625578909871,48.02790266575819,14.76701587505625
2026-03-15,Dakahlia,Operator A,Multi-RAT,377,70,14857,173420.3026182944,23772.83738305176,27.063269839133067,89256.62085212358,15502.936999394225,24.034461869825673,2026-03-15,84163.68176617082,8269.900383657534,3.028807969307394,94.29404895980711,12.601937941077615
2026-03-15,Dakahlia,Operator B,5G,140,21,12425,321628.32877263584,35227.226961770626,29.74092555331992,294131.6770221328,24660.04531187123,27.437505030181086,2026-03-15,27496.65175050305,10567.181649899398,2.3034205231388327,9.34841565821351,8.395152987143272
2026-03-15,Dakahlia,Operator B,LTE,513,101,23652,44333.69300693388,13152.343226788433,46.407407407407405,21754.38009470658,7964.566844241502,39.76386774902757,2026-03-15,22579.3129122273,5187.776382546931,6.6435396583798365,103.79203091023241,16.707478508657665
2026-03-15,Dakahlia,Operator B,Multi-RAT,534,103,35859,136669.57804177472,20411.753311581473,41.49541258819264,48447.856939680416,11864.582949887057,36.408405142363144,2026-03-15,88221.7211020943,8547.170361694416,5.087007445829499,182.09623020463835,13.972068883375757
2026-03-15,Dakahlia,Operator C,5G,58,9,4716,260317.7294317218,30860.38846480068,24.15479219677693,241568.35496183205,21852.7991942324,20.55301102629347,2026-03-15,18749.374469889735,9007.589270568278,3.601781170483463,7.761519290410429,17.52434796962695
2026-03-15,Dakahlia,Operator C,LTE,223,44,5751,33536.19040166927,11018.575899843505,37.89949573987133,19476.14606155451,7402.388628064685,30.734828725439055,2026-03-15,14060.04434011476,3616.18727177882,7.164667014432272,72.19110133841615,23.31123130190771
2026-03-15,Dakahlia,Operator C,Multi-RAT,234,45,10233,134111.10505228184,19743.270595133392,32.473565914199156,60495.000293169156,10867.586533763315,25.902961008501904,2026-03-15,73616.10475911268,8875.684061370077,6.570604905697252,121.68956839797735,25.366230924490214
2026-03-15,Fayoum,Operator A,5G,32,5,167,212939.68263473053,31165.161676646705,26.766467065868262,215414.74251497007,28997.97005988024,26.317365269461078,2026-03-15,-2475.05988023954,2167.191616766464,0.4491017964071844,-1.1489742305207071,1.7064846416382204
2026-03-15,Fayoum,Operator A,LTE,355,71,845,57811.77869822485,15856.423668639054,42.51005917159763,51532.50769230769,13300.718343195267,40.56804733727811,2026-03-15,6279.271005917159,2555.705325443787,1.9420118343195227,12.185067808866735,4.787047841306875
2026-03-15,Fayoum,Operator A,Multi-RAT,374,74,1014,81700.91124260356,18362.007889546352,40.00295857988166,68014.89250493096,15547.463510848127,38.8698224852071,2026-03-15,13686.018737672595,2814.544378698225,1.1331360946745548,20.122091256235365,2.9152077941848034
2026-03-15,Fayoum,Operator B,5G,384,80,2008,239184.8829681275,25357.98107569721,41.05627490039841,217775.3251992032,19904.567231075696,37.99551792828685,2026-03-15,21409.557768924307,5453.413844621515,3.0607569721115553,9.831030099181612,8.05557375974835
2026-03-15,Fayoum,Operator B,LTE,1411,260,9787,49925.56707877797,10579.523551650149,46.723817308674775,36793.29365484827,7782.336773270666,41.667824665372436,2026-03-15,13132.273423929699,2797.1867783794833,5.055992643302339,35.692030039825624,12.134045114920683
2026-03-15,Fayoum,Operator B,Multi-RAT,1501,273,11832,80612.79978025693,12982.631338742394,45.987237998647736,51143.264621365786,8817.522565922922,40.97287018255578,2026-03-15,29469.535158891144,4165.1087728194725,5.014367816091955,57.62153702362569,12.238263499116115
2026-03-15,Fayoum,Operator C,5G,64,12,220,95226.87272727273,10183.627272727274,48.95454545454545,83921.26363636364,9139.05,39.06363636363636,2026-03-15,11305.609090909085,1044.5772727272742,9.89090909090909,13.471685960184102,25.319990691179896
2026-03-15,Fayoum,Operator C,LTE,298,60,789,25843.721166032952,8983.195183776932,58.88212927756654,21326.252217997466,7379.349809885932,53.06083650190114,2026-03-15,4517.468948035486,1603.8453738910002,5.821292775665398,21.182666798919048,10.970978144034394
2026-03-15,Fayoum,Operator C,Multi-RAT,331,66,1007,39684.235352532276,9132.137040714995,57.00695134061569,29899.16285998014,7730.211519364449,49.75273088381331,2026-03-15,9785.072492552135,1401.9255213505467,7.254220456802386,32.72691124623224,14.580547294465187
2026-03-15,Gharbia,Operator A,LTE,22,4,70,143954.4714285714,21430.67142857143,40.1,147944.67142857143,19930.47142857143,40.042857142857144,2026-03-15,-3990.2000000000116,1500.2000000000007,0.05714285714285694,-2.6970893655514345,0.14270424545130164
2026-03-15,Gharbia,Operator A,Multi-RAT,22,4,80,202686.4625,27597.925,39.2625,175728.85,22648.9,39.3625,2026-03-15,26957.61249999999,4949.024999999998,-0.09999999999999432,15.34045917901357,-0.2540489044140853
2026-03-15,Gharbia,Operator B,5G,42,6,419,367365.2863961814,41496.6276849642,38.45584725536993,304843.9976133652,29945.467780429593,38.42959427207637,2026-03-15,62521.288782816206,11551.159904534608,0.02625298329355985,20.50927335696214,0.06831449509378697
2026-03-15,Gharbia,Operator B,LTE,73,14,505,121663.82574257426,18262.09900990099,43.43366336633663,101012.3702970297,15258.322772277228,42.12871287128713,2026-03-15,20651.45544554456,3003.7762376237624,1.3049504950495034,20.444481586580316,3.097532314923616
2026-03-15,Gharbia,Operator B,Multi-RAT,80,14,889,232081.41507311587,28593.146231721035,41.02699662542182,181143.82564679414,18112.30596175478,39.92575928008999,2026-03-15,50937.589426321734,10480.840269966255,1.1012373453318318,28.11996999867007,2.7582126556601074
2026-03-15,Gharbia,Operator C,5G,19,3,137,379216.700729927,34705.70802919708,54.737226277372265,336661.5255474452,25945.868613138686,53.737226277372265,2026-03-15,42555.17518248176,8759.839416058392,1.0,12.640344070586268,1.8609073621298557
2026-03-15,Gharbia,Operator C,LTE,42,7,159,58301.42767295597,17507.251572327044,68.9245283018868,46273.50943396227,14705.327044025158,68.34591194968553,2026-03-15,12027.918238993705,2801.9245283018863,0.5786163522012657,25.993097100532125,0.8465997975522339
2026-03-15,Gharbia,Operator C,Multi-RAT,43,7,303,201245.26402640264,24838.07590759076,63.99669966996699,130863.68316831683,17225.092409240922,61.244224422442244,2026-03-15,70381.58085808581,7612.983498349837,2.7524752475247496,53.78236280233764,4.494260925796191
2026-03-15,Giza,Operator A,5G,120,19,3047,276701.27010173944,32239.4958976042,27.452576304561862,251469.49721037084,26422.21693468986,23.129963898916966,2026-03-15,25231.7728913686,5817.278962914341,4.322612405644897,10.033730997704488,18.688366417412773
2026-03-15,Giza,Operator A,LTE,223,35,5278,73765.8586585828,14719.159719590754,33.025577870405456,55755.072944297084,9846.882910193255,27.1924971580144,2026-03-15,18010.785714285717,4872.276809397499,5.833080712391055,32.303402655897614,21.451066735413377
2026-03-15,Giza,Operator A,Multi-RAT,223,35,8136,145437.85852999016,20823.690142576204,31.142084562438544,89251.28748770895,13721.934611602754,26.088003933136676,2026-03-15,56186.57104228121,7101.755530973451,5.054080629301868,62.95323308363348,19.373197896839606
2026-03-15,Giza,Operator B,5G,183,28,7820,386806.3480818414,32643.46956521739,20.968542199488493,356838.0828644501,24065.028132992327,18.440664961636827,2026-03-15,29968.26521739131,8578.441432225063,2.5278772378516656,8.398281085030705,13.708167482629035
2026-03-15,Giza,Operator B,LTE,358,62,9669,89619.52032268074,14955.36642879305,25.026993484331367,69348.85355259075,9880.796669769366,21.397972903092356,2026-03-15,20270.666770089985,5074.569759023683,3.6290205812390113,29.229995496201983,16.959646587432395
2026-03-15,Giza,Operator B,Multi-RAT,374,64,16903,223049.55067147844,22970.534165532747,23.40649588830385,137992.70170975567,14784.172750399337,20.28409158137609,2026-03-15,85056.84896172278,8186.3614151334095,3.1224043069277627,61.63865763033286,15.393365260658797
2026-03-15,Giza,Operator C,5G,125,19,3868,277566.46561530506,19215.87538779731,29.64968976215098,256709.64141675286,10251.710186142709,23.054291623578077,2026-03-15,20856.824198552204,8964.165201654601,6.595398138572904,8.124675054448923,28.608114472828394
2026-03-15,Giza,Operator C,LTE,212,36,3103,35380.11666129552,11925.512729616501,43.67418627135031,22095.242990654206,8476.211086045761,33.365775056397034,2026-03-15,13284.873670641315,3449.3016435707395,10.308411214953274,60.12549251556328,30.89516487337494
2026-03-15,Giza,Operator C,Multi-RAT,217,37,6742,169784.25333728862,15794.74710768318,35.721892613467816,86970.73019875408,9107.556214773065,28.396618214179767,2026-03-15,82813.52313853454,6687.1908929101155,7.325274399288048,95.21999292092973,25.796291459911213
2026-03-15,Ismailia,Operator A,5G,27,4,220,146288.76363636364,21192.136363636364,25.822727272727274,130479.52727272727,20680.668181818182,24.45909090909091,2026-03-15,15809.236363636373,511.4681818181816,1.3636363636363633,12.116258154884354,5.575171901133617
2026-03-15,Ismailia,Operator A,LTE,166,30,785,71269.1694267516,11645.926114649681,31.22675159235669,61489.04458598726,8941.615286624205,29.794904458598726,2026-03-15,9780.124840764336,2704.3108280254764,1.4318471337579624,15.905475368197749,4.805677882765404
2026-03-15,Ismailia,Operator A,Multi-RAT,166,30,966,87595.63664596273,13761.766045548655,30.06832298136646,67226.94824016563,10248.487577639751,28.731884057971016,2026-03-15,20368.688405797104,3513.2784679089036,1.3364389233954448,30.298398096297284,4.65141415961088
2026-03-15,Ismailia,Operator B,5G,95,15,2309,357988.8549155479,34628.20485058467,24.9852750108272,330133.6258120398,27424.352533564313,23.766565612819402,2026-03-15,27855.229103508056,7203.852317020355,1.218709398007796,8.437561922082821,5.127831331887679
2026-03-15,Ismailia,Operator B,LTE,368,65,3810,90801.35800524935,15835.332283464568,28.60787401574803,66061.29711286089,11420.956430446195,26.54278215223097,2026-03-15,24740.060892388457,4414.375853018373,2.065091863517061,37.450159130423785,7.780238905149912
2026-03-15,Ismailia,Operator B,Multi-RAT,374,66,5938,192327.12057931963,22930.42573256989,27.196362411586392,137305.336813742,15038.071236106432,25.627989221960256,2026-03-15,55021.783765577624,7892.354496463457,1.5683731896261364,40.07257477560104,6.119766853508039
2026-03-15,Ismailia,Operator C,5G,30,5,329,387121.6960486322,32332.90577507599,31.66565349544073,357362.40425531915,23537.510638297874,31.428571428571427,2026-03-15,29759.291793313052,8795.395136778116,0.2370820668693021,8.327482532843996,0.7543520309477795
2026-03-15,Ismailia,Operator C,LTE,97,19,374,42560.69251336899,11787.898395721924,43.911764705882355,31904.729946524065,8692.804812834225,42.668449197860966,2026-03-15,10655.962566844923,3095.093582887699,1.2433155080213893,33.39931911257522,2.9138989848351895
2026-03-15,Ismailia,Operator C,Multi-RAT,103,20,695,204181.72949640287,21388.2345323741,38.267625899280574,123358.85323741008,15404.192805755396,38.03309352517986,2026-03-15,80822.8762589928,5984.041726618703,0.23453237410071637,65.51850486437748,0.6166534256421816
2026-03-15,Minya,Operator A,5G,13,2,94,204512.51063829788,30932.94680851064,37.61702127659574,186369.36170212767,30394.510638297874,36.638297872340424,2026-03-15,18143.14893617021,538.4361702127644,0.9787234042553195,9.735049136009936,2.6713124274099895
2026-03-15,Minya,Operator A,LTE,49,10,281,67468.55160142349,12876.120996441281,42.395017793594306,53618.88256227758,10237.341637010677,41.263345195729535,2026-03-15,13849.669039145912,2638.779359430604,1.131672597864771,25.829835269430905,2.742561448900394
2026-03-15,Minya,Operator A,Multi-RAT,49,10,354,101889.03672316384,16980.471751412428,41.03389830508475,77991.13559322034,14192.627118644068,40.59887005649718,2026-03-15,23897.901129943493,2787.8446327683596,0.43502824858757094,30.641817109303517,1.0715279710548298
2026-03-15,Minya,Operator B,5G,56,8,978,301399.0766871166,33281.33537832311,42.17280163599182,251470.37423312882,23445.798568507158,41.18302658486708,2026-03-15,49928.70245398776,9835.536809815949,0.9897750511247381,19.854705591562336,2.403356754475243
2026-03-15,Minya,Operator B,LTE,140,25,1752,69488.15582191781,14439.963470319635,47.74942922374429,49852.68207762557,9693.58789954338,47.021118721461185,2026-03-15,19635.47374429224,4746.375570776256,0.728310502283108,39.38699569607481,1.5489008387856487
2026-03-15,Minya,Operator B,Multi-RAT,148,26,2583,154379.23344947735,21886.502129307006,45.70034843205575,95336.70150987225,12853.581494386372,44.90940766550523,2026-03-15,59042.531939605105,9032.920634920634,0.7909407665505199,61.930537772477024,1.7611917138645294
2026-03-15,Minya,Operator C,5G,13,2,278,293983.0107913669,29732.575539568345,43.36330935251799,237687.04676258992,16908.755395683453,35.52158273381295,2026-03-15,56295.964028777,12823.820143884892,7.841726618705039,23.68491038765245,22.075949367088615
2026-03-15,Minya,Operator C,LTE,52,10,188,27895.957446808512,11241.0,51.319148936170215,23834.297872340427,7808.5,48.5531914893617,2026-03-15,4061.6595744680853,3432.5,2.765957446808514,17.041238622689278,5.696757230499569
2026-03-15,Minya,Operator C,Multi-RAT,52,10,458,186284.60698689957,22099.251091703056,46.86026200873363,161543.96288209606,12641.43231441048,40.74017467248908,2026-03-15,24740.644104803505,9457.818777292576,6.120087336244545,15.315115256186099,15.022241277667622
2026-03-15,Monufia,Operator A,5G,14,2,42,352081.0238095238,51801.80952380953,22.428571428571427,262515.95238095237,48345.59523809524,22.285714285714285,2026-03-15,89565.07142857142,3456.21428571429,0.14285714285714235,34.11795382956319,0.6410256410256387
2026-03-15,Monufia,Operator A,LTE,73,15,147,122505.61904761905,18094.700680272108,33.2312925170068,117935.8843537415,17443.38775510204,32.265306122448976,2026-03-15,4569.734693877559,651.3129251700666,0.9659863945578238,3.874761883474684,2.9938857263335463
2026-03-15,Monufia,Operator A,Multi-RAT,79,15,194,167295.57731958764,24409.60824742268,30.9020618556701,142776.5824742268,22845.443298969072,30.082474226804123,2026-03-15,24518.994845360838,1564.1649484536065,0.8195876288659782,17.172980625017317,2.7244688142563365
2026-03-15,Monufia,Operator B,5G,70,11,348,253334.433908046,36274.59195402299,35.86494252873563,241011.6120689655,30838.112068965518,32.410919540229884,2026-03-15,12322.821839080483,5436.47988505747,3.4540229885057485,5.112957725685975,10.656973135916308
2026-03-15,Monufia,Operator B,LTE,162,33,462,53705.70995670996,15224.471861471862,42.43939393939394,46490.05194805195,13554.857142857143,41.75541125541125,2026-03-15,7215.658008658007,1669.614718614719,0.6839826839826841,15.520864585655428,1.638069566118916
2026-03-15,Monufia,Operator B,Multi-RAT,170,33,796,139889.95728643215,23384.1783919598,39.698492462311556,103519.84045226131,18651.23366834171,36.59170854271357,2026-03-15,36370.11683417084,4732.9447236180895,3.106783919597987,35.133474583495996,8.49040409242283
2026-03-15,Monufia,Operator C,LTE,26,6,37,29359.432432432433,8593.216216216217,60.91891891891892,28067.486486486487,7506.891891891892,60.108108108108105,2026-03-15,1291.9459459459467,1086.324324324325,0.8108108108108141,4.602998371685237,1.348920863309358
2026-03-15,Monufia,Operator C,Multi-RAT,26,6,58,131316.7068965517,14760.01724137931,55.12068965517241,115195.10344827586,16959.241379310344,52.224137931034484,2026-03-15,16121.603448275855,-2199.2241379310344,2.896551724137929,13.99504229406302,5.546384945526572
2026-03-15,Port Said,Operator A,5G,41,7,4644,350737.37058570195,29000.371447028425,22.013781223083548,302269.97523686476,20656.447459086994,20.055555555555557,2026-03-15,48467.39534883719,8343.92398794143,1.9582256675279908,16.034472266343087,9.764006098477514
2026-03-15,Port Said,Operator A,LTE,294,58,5125,73673.22575609756,13211.767414634147,32.89209756097561,53406.21697560976,9431.523121951219,26.646634146341462,2026-03-15,20267.0087804878,3780.244292682928,6.245463414634145,37.94878186137692,23.43809495914003
2026-03-15,Port Said,Operator A,Multi-RAT,298,58,9336,205535.5159597258,20865.275492716366,29.050556983718938,131781.76467437876,13915.551735218509,23.40691945158526,2026-03-15,73753.75128534704,6949.723757497857,5.643637532133678,55.96658344011869,24.110979421307213
2026-03-15,Port Said,Operator B,5G,183,28,18506,389066.73516697285,37944.278558305414,23.233816059656327,373113.07084188913,27718.485680319896,20.73230303685291,2026-03-15,15953.664325083722,10225.792877985517,2.5015130228034153,4.275825633523374,12.065774932755064
2026-03-15,Port Said,Operator B,LTE,577,113,17104,73436.27151543499,18709.193755846587,33.25514499532273,52072.55653648269,13253.84202525725,28.759939195509823,2026-03-15,21363.714978952295,5455.3517305893365,4.495205799812908,41.02682180388936,15.630094936065536
2026-03-15,Port Said,Operator B,Multi-RAT,603,116,34447,237076.0887740587,28592.94086567771,28.03843585798473,158091.2448689291,19673.794176561092,25.867854965599328,2026-03-15,78984.84390512962,8919.146689116616,2.170580892385402,49.961554778453845,8.391035496650089
2026-03-15,Port Said,Operator C,5G,75,12,6751,378808.6221300548,25904.610576210933,24.614131239816324,321048.8920159976,15767.34661531625,17.46378314323804,2026-03-15,57759.730114057194,10137.263960894683,7.150348096578284,17.990945164569847,40.94386673226008
2026-03-15,Port Said,Operator C,LTE,247,44,4426,45467.77406235879,12603.475598734749,32.250564844103025,26581.933800271127,9088.298915499323,26.96475372797108,2026-03-15,18885.840262087662,3515.176683235426,5.285811116131946,71.0476536582716,19.6026678732425
2026-03-15,Port Said,Operator C,Multi-RAT,262,46,10946,244413.65649552346,20444.760551799744,28.251050612095742,153311.30942810158,11747.767769048054,20.84569705828613,2026-03-15,91102.34706742188,8696.99278275169,7.405353553809611,59.423109363074204,35.52461466317815
2026-03-15,Sharqia,Operator A,5G,33,5,321,337423.09345794393,37871.7476635514,28.707165109034268,259591.57009345794,32316.21183800623,24.32398753894081,2026-03-15,77831.523364486,5555.535825545172,4.3831775700934585,29.982300017086516,18.019979508196723
2026-03-15,Sharqia,Operator A,LTE,189,35,1547,67452.4705882353,17274.12540400776,37.42210730446025,50753.019392372335,13466.62960568843,34.95345830639948,2026-03-15,16699.451195862966,3807.495798319329,2.4686489980607647,32.90336495403212,7.062674532576338
2026-03-15,Sharqia,Operator A,Multi-RAT,189,35,1848,108054.31439393939,20361.06222943723,36.03300865800866,65030.844696969696,14998.621753246753,34.10064935064935,2026-03-15,43023.469696969696,5362.440476190477,1.932359307359313,66.15855890762326,5.666634929702641
2026-03-15,Sharqia,Operator B,5G,96,18,3342,270653.4102333932,31925.114302812686,38.912627169359666,246938.79563135846,22768.786654697786,35.06822262118492,2026-03-15,23714.614602034737,9156.3276481149,3.8444045481747438,9.603438188561105,10.96264441372719
2026-03-15,Sharqia,Operator B,LTE,451,84,10677,35359.62920295963,11019.741594080735,51.77100309075583,17588.595485623304,6326.336798726234,40.16755642970872,2026-03-15,17771.033717336326,4693.404795354501,11.603446661047116,101.03725298510699,28.887609036792135
2026-03-15,Sharqia,Operator B,Multi-RAT,475,88,14214,88466.16772196426,15655.367454622203,49.3342479245814,29902.368861685663,8461.890319403405,39.23568312930913,2026-03-15,58563.79886027859,7193.477135218798,10.098564795272267,195.85003158501343,25.73821580215745
2026-03-15,Sharqia,Operator C,5G,30,5,578,175175.0830449827,21269.93598615917,35.49307958477509,139703.17647058822,13808.667820069204,31.61764705882353,2026-03-15,35471.90657439447,7461.268166089965,3.8754325259515596,25.390909119280035,12.257181942544468
2026-03-15,Sharqia,Operator C,LTE,139,30,868,34367.829493087556,9532.927419354839,58.163594470046085,23216.820276497696,6928.142857142857,41.883640552995395,2026-03-15,11151.00921658986,2604.784562211982,16.27995391705069,48.029872668988986,38.86948150185668
2026-03-15,Sharqia,Operator C,Multi-RAT,151,31,1375,88855.82472727273,14196.828363636363,50.981818181818184,50364.54254545455,8436.330181818183,38.90836363636364,2026-03-15,38491.282181818184,5760.4981818181805,12.073454545454545,76.42535846936241,31.03048655115049
2026-03-15,Sohag,Operator A,5G,7,1,43,250247.86046511628,31517.558139534885,37.093023255813954,231302.93023255814,21782.25581395349,35.86046511627907,2026-03-15,18944.930232558138,9735.302325581397,1.2325581395348806,8.19052755341681,3.4370946822308603
2026-03-15,Sohag,Operator A,LTE,49,10,240,68072.59583333334,15946.179166666667,46.27916666666667,47055.604166666664,11845.9625,43.85,2026-03-15,21016.991666666676,4100.216666666667,2.429166666666667,44.664162832181276,5.539718738122388
2026-03-15,Sohag,Operator A,Multi-RAT,49,10,277,93986.24909747293,18387.906137184116,44.79061371841155,68268.87003610109,14505.10108303249,42.938628158844764,2026-03-15,25717.379061371845,3882.805054151626,1.851985559566785,37.67072612710933,4.313099041533541
2026-03-15,Sohag,Operator B,5G,51,8,744,264034.9301075269,28313.987903225807,38.846774193548384,205444.4744623656,21287.86559139785,36.80779569892473,2026-03-15,58590.4556451613,7026.122311827956,2.038978494623656,28.518876352595317,5.539528939200293
2026-03-15,Sohag,Operator B,LTE,107,19,2522,39794.44250594766,11725.962727993656,50.24821570182395,18595.855670103094,6468.405630452022,39.32791435368755,2026-03-15,21198.58683584457,5257.557097541634,10.920301348136405,113.99629687342613,27.767303523718322
2026-03-15,Sohag,Operator B,Multi-RAT,114,20,3279,88798.20951509607,15379.57548032937,47.896309850564194,30904.273863982922,8215.657517535834,38.79780420860018,2026-03-15,57893.93565111315,7163.9179627935355,9.09850564196401,187.3331044952493,23.451083966105415
2026-03-15,Sohag,Operator C,5G,30,5,79,88736.75949367089,10782.177215189873,39.87341772151899,74636.55696202532,8901.0,39.0,2026-03-15,14100.20253164557,1881.177215189873,0.8734177215189902,18.891818038738947,2.239532619279462
2026-03-15,Sohag,Operator C,LTE,31,6,137,23692.277372262775,7961.824817518248,62.18248175182482,13544.452554744526,7238.233576642336,54.934306569343065,2026-03-15,10147.824817518249,723.5912408759123,7.248175182481752,74.92236970451447,13.194259899016744
2026-03-15,Sohag,Operator C,Multi-RAT,45,8,216,45479.34259259259,8523.38425925926,55.851851851851855,20858.472222222223,7381.3287037037035,50.875,2026-03-15,24620.87037037037,1142.0555555555557,4.976851851851855,118.03774556479625,9.782509782509788
